speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-10-04,"Hon. Bardish Chagger (Leader of the Government in the House of Commons, Lib.)",Oral Questions,Business of the House,"Mr. Speaker, this afternoon we will continue second reading of Bill C-78, the family justice act. Tomorrow we will begin debate at third reading of Bill C-79, the comprehensive and progressive agreement for trans-Pacific partnership implementation act.
Next week, members will be working with Canadians in their ridings. When we return, we will begin debate on Senate amendments to Bill C-65, the harassment prevention act. Priority will then be given to the following bills: Bill C-77 on the Victims Bill of Rights and Bill C-82, the multilateral instrument in respect of tax conventions act.
Lastly, I would like to take this opportunity to wish all of my colleagues and their families a happy Thanksgiving.",Liberal,Waterloo,Bardish Chagger
