speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2017-11-07,"Hon. Patty Hajdu (Thunder Bay—Superior North, Lib.)",Routine Proceedings,Canada Labour Code," moved for leave to introduce Bill C-65, An Act to amend the Canada Labour Code (harassment and violence), the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1.
 (Motions deemed adopted, bill read the first time and printed) ",Liberal,Thunder Bay—Superior North,Patty Hajdu
