speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-03-29,"Mr. Rodger Cuzner (Parliamentary Secretary to the Minister of Employment, Workforce Development and Labour, Lib.)",Oral Questions,Labour,"Mr. Speaker, the member well knows that all members in the House believe that harassment of any type is unacceptable in the workplace or anywhere. We put forward Bill C-65, which is legislation that would cover the Parliament Hill precinct and all federally regulated workplaces. The legislation is currently in committee and we are accepting some amendments from all parties. It is going to be a strong piece of legislation. 
We committed to this in the past election and we are going—",Liberal,Cape Breton—Canso,Rodger Cuzner
