speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-09-27,"Hon. Bardish Chagger (Leader of the Government in the House of Commons, Lib.)",Oral Questions,Business of the House,"Mr. Speaker, this afternoon, we will continue debate on the NDP opposition motion.
Tomorrow, we will start the second reading debate on Bill C-82, the multilateral instrument in respect of tax conventions act.
Monday, we will resume second reading debate of Bill C-77 on the Canadian Victims Bill of Rights and of Bill C-78, the family law act.
Next Tuesday, October 2, shall be an allotted day.
Finally, for the rest of the week, priority shall be given to report stage and third reading of Bill C-79, the CPTPP implementation act; and the Senate amendments on Bill C-65, the framework for the prevention of harassment.",Liberal,Waterloo,Bardish Chagger
